wes_40.sample_BR128	0.95	816302
wes_32.sample_A7-2	0.25	1218174
wes_11.sample_470	0.5	1207656
wes_16.sample_CH00281	0.9	1023640
wes_32.sample_A7-2	0.4	1163981
wes_40.sample_BR128	0.999	755152
wes_11.sample_470	0.75	1102429
wes_32.sample_A7-2	0.5	1133466
wes_16.sample_CH00281	0.95	985328
wes_40.sample_BR128	1.0	754340
wes_32.sample_A7-2	0.75	1055849
wes_16.sample_CH00281	0.999	892951
wes_11.sample_470	0.9	1027863
wes_40.sample_BR129	0.1	1177949
wes_32.sample_A7-2	0.9	990407
wes_16.sample_CH00281	1.0	891648
wes_11.sample_470	0.95	990685
wes_32.sample_A7-2	0.95	958202
wes_40.sample_BR129	0.2	1120236
wes_32.sample_A7-2	0.999	900581
wes_11.sample_470	0.999	914630
wes_40.sample_BR129	0.25	1095624
wes_16.sample_CH00282	0.1	1415007
wes_32.sample_A7-2	1.0	899873
wes_11.sample_470	1.0	914514
wes_40.sample_BR129	0.4	1031212
wes_16.sample_CH00282	0.2	1288088
wes_40.sample_BR129	0.5	994026
wes_39.sample_Almaz01	0.1	1246050
wes_16.sample_CH00282	0.25	1245043
wes_11.sample_48	0.1	1405196
wes_40.sample_BR129	0.75	901065
wes_16.sample_CH00282	0.4	1154763
wes_39.sample_Almaz01	0.2	1167811
wes_11.sample_48	0.2	1292045
wes_40.sample_BR129	0.9	829298
wes_16.sample_CH00282	0.5	1112526
wes_40.sample_BR129	0.95	794179
wes_39.sample_Almaz01	0.25	1138467
wes_11.sample_48	0.25	1251290
wes_16.sample_CH00282	0.75	1009881
wes_40.sample_BR129	0.999	733937
wes_39.sample_Almaz01	0.4	1066134
wes_11.sample_48	0.4	1161557
wes_16.sample_CH00282	0.9	931336
wes_40.sample_BR129	1.0	733225
wes_11.sample_48	0.5	1115461
wes_39.sample_Almaz01	0.5	1027969
wes_16.sample_CH00282	0.95	892000
wes_40.sample_BR130	0.1	1233545
wes_11.sample_48	0.75	1000601
wes_39.sample_Almaz01	0.75	935930
wes_16.sample_CH00282	0.999	825920
wes_40.sample_BR130	0.2	1170579
wes_11.sample_48	0.9	919698
wes_16.sample_CH00282	1.0	825918
wes_39.sample_Almaz01	0.9	860747
wes_40.sample_BR130	0.25	1144434
wes_11.sample_48	0.95	881221
wes_40.sample_BR130	0.4	1073323
wes_39.sample_Almaz01	0.95	823132
wes_16.sample_CH00283	0.1	1408040
wes_40.sample_BR130	0.5	1034502
wes_11.sample_48	0.999	798054
wes_39.sample_Almaz01	0.999	743910
wes_16.sample_CH00283	0.2	1277775
wes_40.sample_BR130	0.75	940487
wes_11.sample_48	1.0	797808
wes_16.sample_CH00283	0.25	1235189
wes_39.sample_Almaz01	1.0	743532
wes_40.sample_BR130	0.9	865604
wes_16.sample_CH00283	0.4	1144886
wes_40.sample_BR130	0.95	831313
wes_11.sample_50	0.1	1343225
wes_39.sample_Almaz02	0.1	1211151
wes_40.sample_BR130	0.999	773489
wes_16.sample_CH00283	0.5	1102211
wes_11.sample_50	0.2	1243236
wes_39.sample_Almaz02	0.2	1121751
wes_40.sample_BR130	1.0	772736
wes_16.sample_CH00283	0.75	1001397
wes_11.sample_50	0.25	1206833
wes_39.sample_Almaz02	0.25	1089089
wes_16.sample_CH00283	0.9	923374
wes_40.sample_BR140	0.1	1244219
wes_11.sample_50	0.4	1122115
wes_16.sample_CH00283	0.95	885270
wes_39.sample_Almaz02	0.4	1013364
wes_40.sample_BR140	0.2	1178867
wes_16.sample_CH00283	0.999	820967
wes_11.sample_50	0.5	1076993
wes_40.sample_BR140	0.25	1150534
wes_39.sample_Almaz02	0.5	972298
wes_16.sample_CH00283	1.0	820967
wes_40.sample_BR140	0.4	1076870
wes_11.sample_50	0.75	966827
wes_39.sample_Almaz02	0.75	874316
wes_40.sample_BR140	0.5	1034120
wes_16.sample_CH00284	0.1	1514052
wes_11.sample_50	0.9	889639
wes_39.sample_Almaz02	0.9	793332
wes_40.sample_BR140	0.75	917188
wes_16.sample_CH00284	0.2	1391808
wes_11.sample_50	0.95	851724
wes_39.sample_Almaz02	0.95	752528
wes_40.sample_BR140	0.9	827135
wes_16.sample_CH00284	0.25	1350173
wes_11.sample_50	0.999	766313
wes_40.sample_BR140	0.95	785217
wes_16.sample_CH00284	0.4	1259034
wes_39.sample_Almaz02	0.999	670303
wes_40.sample_BR140	0.999	701726
wes_11.sample_50	1.0	766045
wes_16.sample_CH00284	0.5	1215471
wes_39.sample_Almaz02	1.0	669593
wes_40.sample_BR140	1.0	700850
wes_16.sample_CH00284	0.75	1109077
wes_11.sample_524	0.1	1433691
wes_16.sample_CH00284	0.9	1029652
wes_39.sample_Almaz03	0.1	1239415
wes_4.sample_83	0.1	1448760
wes_11.sample_524	0.2	1325425
wes_16.sample_CH00284	0.95	990404
wes_4.sample_83	0.2	1321596
wes_39.sample_Almaz03	0.2	1150106
wes_16.sample_CH00284	0.999	929459
wes_11.sample_524	0.25	1285970
wes_4.sample_83	0.25	1278564
wes_16.sample_CH00284	1.0	929459
wes_11.sample_524	0.4	1195695
wes_39.sample_Almaz03	0.25	1116977
wes_4.sample_83	0.4	1176204
wes_11.sample_524	0.5	1150489
wes_16.sample_CH00285	0.1	1426983
wes_39.sample_Almaz03	0.4	1039426
wes_4.sample_83	0.5	1122799
wes_16.sample_CH00285	0.2	1299081
wes_11.sample_524	0.75	1041638
wes_39.sample_Almaz03	0.5	998977
wes_4.sample_83	0.75	998712
wes_16.sample_CH00285	0.25	1257320
wes_11.sample_524	0.9	963449
wes_39.sample_Almaz03	0.75	901728
wes_16.sample_CH00285	0.4	1165375
wes_4.sample_83	0.9	913990
wes_11.sample_524	0.95	924891
wes_16.sample_CH00285	0.5	1121628
wes_39.sample_Almaz03	0.9	821832
wes_4.sample_83	0.95	873694
wes_11.sample_524	0.999	848225
wes_16.sample_CH00285	0.75	1015678
wes_4.sample_83	0.999	788628
wes_39.sample_Almaz03	0.95	783193
wes_11.sample_524	1.0	848192
wes_16.sample_CH00285	0.9	932678
wes_4.sample_83	1.0	787975
wes_39.sample_Almaz03	0.999	693894
wes_16.sample_CH00285	0.95	892841
wes_11.sample_54	0.1	1355700
wes_39.sample_Almaz03	1.0	693181
wes_4.sample_95	0.1	1427726
wes_16.sample_CH00285	0.999	828646
wes_11.sample_54	0.2	1252958
wes_16.sample_CH00285	1.0	828646
wes_4.sample_95	0.2	1306034
wes_11.sample_54	0.25	1215005
wes_39.sample_Almaz04	0.1	1255429
wes_4.sample_95	0.25	1263302
wes_16.sample_CH00286	0.1	1393968
wes_11.sample_54	0.4	1126577
wes_39.sample_Almaz04	0.2	1177180
wes_4.sample_95	0.4	1161559
wes_16.sample_CH00286	0.2	1271420
wes_11.sample_54	0.5	1081912
wes_4.sample_95	0.5	1108744
wes_39.sample_Almaz04	0.25	1146851
wes_16.sample_CH00286	0.25	1231149
wes_11.sample_54	0.75	970849
wes_4.sample_95	0.75	984417
wes_16.sample_CH00286	0.4	1142352
wes_39.sample_Almaz04	0.4	1075513
wes_11.sample_54	0.9	891158
wes_4.sample_95	0.9	896717
wes_16.sample_CH00286	0.5	1100565
wes_39.sample_Almaz04	0.5	1037412
wes_11.sample_54	0.95	850205
wes_4.sample_95	0.95	857720
wes_16.sample_CH00286	0.75	999394
wes_39.sample_Almaz04	0.75	947011
wes_11.sample_54	0.999	758356
wes_16.sample_CH00286	0.9	919130
wes_4.sample_95	0.999	768278
wes_39.sample_Almaz04	0.9	873821
wes_16.sample_CH00286	0.95	878532
wes_11.sample_54	1.0	758207
wes_4.sample_95	1.0	767355
wes_39.sample_Almaz04	0.95	836320
wes_16.sample_CH00286	0.999	813627
wes_5.sample_113	0.1	1866848
wes_11.sample_561	0.1	1470161
wes_16.sample_CH00286	1.0	813492
wes_39.sample_Almaz04	0.999	752853
wes_5.sample_113	0.2	1745994
wes_11.sample_561	0.2	1362359
wes_5.sample_113	0.25	1700486
wes_16.sample_CH00287	0.1	1354005
wes_39.sample_Almaz04	1.0	751807
wes_11.sample_561	0.25	1324479
wes_5.sample_113	0.4	1592325
wes_16.sample_CH00287	0.2	1275969
wes_11.sample_561	0.4	1237274
wes_5.sample_113	0.5	1536983
wes_39.sample_Almaz05	0.1	1241904
wes_16.sample_CH00287	0.25	1246243
wes_5.sample_113	0.75	1403209
wes_11.sample_561	0.5	1190818
wes_5.sample_113	0.9	1303129
wes_16.sample_CH00287	0.4	1173807
wes_39.sample_Almaz05	0.2	1152417
wes_11.sample_561	0.75	1080769
wes_5.sample_113	0.95	1251141
wes_16.sample_CH00287	0.5	1134428
wes_11.sample_561	0.9	1002856
wes_39.sample_Almaz05	0.25	1120351
wes_5.sample_113	0.999	1135447
wes_16.sample_CH00287	0.75	1040793
wes_11.sample_561	0.95	965470
wes_5.sample_113	1.0	1135146
wes_39.sample_Almaz05	0.4	1041850
wes_16.sample_CH00287	0.9	971265
wes_11.sample_561	0.999	893001
wes_5.sample_114	0.1	1852547
wes_39.sample_Almaz05	0.5	1001189
wes_16.sample_CH00287	0.95	933438
wes_11.sample_561	1.0	892841
wes_5.sample_114	0.2	1730273
wes_16.sample_CH00287	0.999	838347
wes_39.sample_Almaz05	0.75	905942
wes_5.sample_114	0.25	1685012
wes_11.sample_564	0.1	1442734
wes_16.sample_CH00287	1.0	837148
wes_5.sample_114	0.4	1576259
wes_39.sample_Almaz05	0.9	823180
wes_5.sample_114	0.5	1520294
wes_11.sample_564	0.2	1334663
wes_16.sample_CH00288	0.1	1554846
wes_39.sample_Almaz05	0.95	781799
wes_5.sample_114	0.75	1383527
wes_11.sample_564	0.25	1296130
wes_16.sample_CH00288	0.2	1489833
wes_5.sample_114	0.9	1283890
wes_39.sample_Almaz05	0.999	691741
wes_11.sample_564	0.4	1206996
wes_16.sample_CH00288	0.25	1463418
wes_5.sample_114	0.95	1231018
wes_39.sample_Almaz05	1.0	691561
wes_16.sample_CH00288	0.4	1396884
wes_11.sample_564	0.5	1162827
wes_5.sample_114	0.999	1112174
wes_16.sample_CH00288	0.5	1360539
wes_5.sample_114	1.0	1111818
wes_11.sample_564	0.75	1053663
wes_16.sample_CH00288	0.75	1270958
wes_39.sample_Almaz06	0.1	1225716
wes_5.sample_118	0.1	1796057
wes_11.sample_564	0.9	975307
wes_16.sample_CH00288	0.9	1201727
wes_39.sample_Almaz06	0.2	1135968
wes_5.sample_118	0.2	1673889
wes_11.sample_564	0.95	936375
wes_16.sample_CH00288	0.95	1165666
wes_5.sample_118	0.25	1628751
wes_39.sample_Almaz06	0.25	1102799
wes_16.sample_CH00288	0.999	1078479
wes_11.sample_564	0.999	849137
wes_5.sample_118	0.4	1519759
wes_16.sample_CH00288	1.0	1077469
wes_39.sample_Almaz06	0.4	1024601
wes_11.sample_564	1.0	848661
wes_5.sample_118	0.5	1461614
wes_39.sample_Almaz06	0.5	982522
wes_16.sample_CH00292	0.1	1508492
wes_5.sample_118	0.75	1323921
wes_11.sample_75-16	0.1	1457652
wes_5.sample_118	0.9	1220795
wes_16.sample_CH00292	0.2	1440191
wes_39.sample_Almaz06	0.75	884553
wes_11.sample_75-16	0.2	1348189
wes_5.sample_118	0.95	1166576
wes_16.sample_CH00292	0.25	1413955
wes_39.sample_Almaz06	0.9	798885
wes_11.sample_75-16	0.25	1309917
wes_5.sample_118	0.999	1041277
wes_16.sample_CH00292	0.4	1347699
wes_39.sample_Almaz06	0.95	756658
wes_5.sample_118	1.0	1040558
wes_11.sample_75-16	0.4	1221184
wes_16.sample_CH00292	0.5	1310136
wes_16.sample_CH00292	0.75	1217502
wes_11.sample_75-16	0.5	1177039
wes_39.sample_Almaz06	0.999	664099
wes_5.sample_197	0.1	1891800
wes_16.sample_CH00292	0.9	1148592
wes_5.sample_197	0.2	1770694
wes_11.sample_75-16	0.75	1070861
wes_39.sample_Almaz06	1.0	663434
wes_16.sample_CH00292	0.95	1111047
wes_5.sample_197	0.25	1725212
wes_11.sample_75-16	0.9	992476
wes_5.sample_197	0.4	1612753
wes_16.sample_CH00292	0.999	1021995
wes_39.sample_Almaz07	0.1	1207667
wes_11.sample_75-16	0.95	955241
wes_5.sample_197	0.5	1554055
wes_16.sample_CH00292	1.0	1020873
wes_11.sample_75-16	0.999	878964
wes_39.sample_Almaz07	0.2	1117720
wes_5.sample_197	0.75	1413178
wes_16.sample_CH00293	0.1	1477418
wes_11.sample_75-16	1.0	878819
wes_5.sample_197	0.9	1308883
wes_39.sample_Almaz07	0.25	1085964
wes_16.sample_CH00293	0.2	1409686
wes_5.sample_197	0.95	1254681
wes_12.sample_544	0.1	1519259
wes_39.sample_Almaz07	0.4	1009171
wes_5.sample_197	0.999	1131659
wes_16.sample_CH00293	0.25	1381917
wes_12.sample_544	0.2	1415440
wes_5.sample_197	1.0	1130941
wes_39.sample_Almaz07	0.5	966999
wes_16.sample_CH00293	0.4	1314695
wes_12.sample_544	0.25	1377343
wes_5.sample_198	0.1	1965920
wes_16.sample_CH00293	0.5	1277587
wes_39.sample_Almaz07	0.75	866117
wes_12.sample_544	0.4	1291037
wes_5.sample_198	0.2	1845008
wes_16.sample_CH00293	0.75	1187024
wes_39.sample_Almaz07	0.9	787152
wes_12.sample_544	0.5	1245911
wes_5.sample_198	0.25	1798658
wes_16.sample_CH00293	0.9	1118052
wes_5.sample_198	0.4	1689590
wes_39.sample_Almaz07	0.95	748082
wes_12.sample_544	0.75	1134273
wes_16.sample_CH00293	0.95	1080354
wes_5.sample_198	0.5	1630887
wes_12.sample_544	0.9	1053490
wes_39.sample_Almaz07	0.999	663071
wes_16.sample_CH00293	0.999	988064
wes_5.sample_198	0.75	1491785
wes_12.sample_544	0.95	1014751
wes_39.sample_Almaz07	1.0	662527
wes_5.sample_198	0.9	1391363
wes_16.sample_CH00293	1.0	985937
wes_12.sample_544	0.999	932599
wes_5.sample_198	0.95	1339271
wes_12.sample_544	1.0	931983
wes_16.sample_CH00294	0.1	1466815
wes_5.sample_198	0.999	1218393
wes_39.sample_Almaz08	0.1	1207750
wes_5.sample_198	1.0	1217520
wes_16.sample_CH00294	0.2	1400665
wes_12.sample_554	0.1	1525597
wes_39.sample_Almaz08	0.2	1116915
wes_16.sample_CH00294	0.25	1373378
wes_6.sample_120	0.1	1226450
wes_12.sample_554	0.2	1424519
wes_39.sample_Almaz08	0.25	1083445
wes_16.sample_CH00294	0.4	1303523
wes_6.sample_120	0.2	1177678
wes_12.sample_554	0.25	1388204
wes_16.sample_CH00294	0.5	1266304
wes_39.sample_Almaz08	0.4	1006243
wes_6.sample_120	0.25	1154746
wes_12.sample_554	0.4	1302740
wes_16.sample_CH00294	0.75	1173054
wes_6.sample_120	0.4	1089263
wes_39.sample_Almaz08	0.5	964579
wes_12.sample_554	0.5	1257231
wes_16.sample_CH00294	0.9	1102781
wes_6.sample_120	0.5	1050301
wes_12.sample_554	0.75	1145000
wes_39.sample_Almaz08	0.75	867577
wes_16.sample_CH00294	0.95	1063658
wes_6.sample_120	0.75	942285
wes_12.sample_554	0.9	1063745
wes_39.sample_Almaz08	0.9	786263
wes_16.sample_CH00294	0.999	969332
wes_6.sample_120	0.9	868095
wes_12.sample_554	0.95	1023460
wes_6.sample_120	0.95	835812
wes_16.sample_CH00294	1.0	967490
wes_39.sample_Almaz08	0.95	743129
wes_12.sample_554	0.999	935263
wes_6.sample_120	0.999	784524
wes_16.sample_CH00295	0.1	1502898
wes_12.sample_554	1.0	934580
wes_39.sample_Almaz08	0.999	644283
wes_6.sample_120	1.0	784418
wes_16.sample_CH00295	0.2	1435488
wes_39.sample_Almaz08	1.0	643427
wes_12.sample_558	0.1	1541696
wes_16.sample_CH00295	0.25	1409569
wes_6.sample_121	0.1	1295566
wes_12.sample_558	0.2	1445889
wes_16.sample_CH00295	0.4	1343071
wes_6.sample_121	0.2	1230281
wes_39.sample_Almaz09	0.1	1188034
wes_16.sample_CH00295	0.5	1306252
wes_12.sample_558	0.25	1410680
wes_6.sample_121	0.25	1201279
wes_39.sample_Almaz09	0.2	1101235
wes_16.sample_CH00295	0.75	1215432
wes_6.sample_121	0.4	1124782
wes_12.sample_558	0.4	1327176
wes_16.sample_CH00295	0.9	1143129
wes_39.sample_Almaz09	0.25	1068467
wes_6.sample_121	0.5	1080114
wes_12.sample_558	0.5	1283393
wes_16.sample_CH00295	0.95	1105479
wes_6.sample_121	0.75	954263
wes_39.sample_Almaz09	0.4	992626
wes_12.sample_558	0.75	1173682
wes_16.sample_CH00295	0.999	1015676
wes_6.sample_121	0.9	869130
wes_12.sample_558	0.9	1093375
wes_39.sample_Almaz09	0.5	952021
wes_16.sample_CH00295	1.0	1014253
wes_6.sample_121	0.95	836791
wes_12.sample_558	0.95	1053665
wes_39.sample_Almaz09	0.75	856687
wes_6.sample_121	0.999	782194
wes_16.sample_CH00296	0.1	1486993
wes_12.sample_558	0.999	961635
wes_6.sample_121	1.0	781823
wes_39.sample_Almaz09	0.9	776246
wes_16.sample_CH00296	0.2	1420018
wes_12.sample_558	1.0	960572
wes_16.sample_CH00296	0.25	1392781
wes_39.sample_Almaz09	0.95	733499
wes_6.sample_122	0.1	1181126
wes_12.sample_565	0.1	1485214
wes_16.sample_CH00296	0.4	1323440
wes_6.sample_122	0.2	1139852
wes_39.sample_Almaz09	0.999	645478
wes_12.sample_565	0.2	1393916
wes_16.sample_CH00296	0.5	1285452
wes_6.sample_122	0.25	1121047
wes_39.sample_Almaz09	1.0	644624
wes_16.sample_CH00296	0.75	1195215
wes_12.sample_565	0.25	1360516
wes_6.sample_122	0.4	1063513
wes_16.sample_CH00296	0.9	1123955
wes_12.sample_565	0.4	1277291
wes_6.sample_122	0.5	1028242
wes_39.sample_SSExomesv6DNA01indexA01	0.1	1307054
wes_16.sample_CH00296	0.95	1085644
wes_12.sample_565	0.5	1234285
wes_6.sample_122	0.75	924462
wes_39.sample_SSExomesv6DNA01indexA01	0.2	1219494
wes_16.sample_CH00296	0.999	989438
wes_12.sample_565	0.75	1126053
wes_6.sample_122	0.9	851977
wes_39.sample_SSExomesv6DNA01indexA01	0.25	1186998
wes_16.sample_CH00296	1.0	987513
wes_6.sample_122	0.95	819699
wes_12.sample_565	0.9	1049355
wes_39.sample_SSExomesv6DNA01indexA01	0.4	1110915
wes_16.sample_CH00297	0.1	1539738
wes_6.sample_122	0.999	760968
wes_12.sample_565	0.95	1010808
wes_39.sample_SSExomesv6DNA01indexA01	0.5	1071082
wes_16.sample_CH00297	0.2	1472215
wes_6.sample_122	1.0	760815
wes_12.sample_565	0.999	919743
wes_39.sample_SSExomesv6DNA01indexA01	0.75	978132
wes_16.sample_CH00297	0.25	1445280
wes_12.sample_565	1.0	918687
wes_6.sample_226	0.1	1251136
wes_16.sample_CH00297	0.4	1378122
wes_39.sample_SSExomesv6DNA01indexA01	0.9	901221
wes_6.sample_226	0.2	1197669
wes_12.sample_570	0.1	1512787
wes_16.sample_CH00297	0.5	1340021
wes_39.sample_SSExomesv6DNA01indexA01	0.95	861108
wes_6.sample_226	0.25	1173737
wes_16.sample_CH00297	0.75	1250166
wes_12.sample_570	0.2	1419526
wes_39.sample_SSExomesv6DNA01indexA01	0.999	778982
wes_6.sample_226	0.4	1104576
wes_16.sample_CH00297	0.9	1179536
wes_12.sample_570	0.25	1384973
wes_39.sample_SSExomesv6DNA01indexA01	1.0	778935
wes_6.sample_226	0.5	1062887
wes_16.sample_CH00297	0.95	1142392
wes_12.sample_570	0.4	1302413
wes_6.sample_226	0.75	943046
wes_16.sample_CH00297	0.999	1050866
wes_12.sample_570	0.5	1258911
wes_39.sample_SSExomesv6DNA02indexB01	0.1	1247451
wes_6.sample_226	0.9	863466
wes_16.sample_CH00297	1.0	1050068
wes_12.sample_570	0.75	1149076
wes_39.sample_SSExomesv6DNA02indexB01	0.2	1146850
wes_6.sample_226	0.95	830959
wes_16.sample_CH00298	0.1	1581862
wes_12.sample_570	0.9	1069960
wes_39.sample_SSExomesv6DNA02indexB01	0.25	1111741
wes_6.sample_226	0.999	776151
wes_16.sample_CH00298	0.2	1515708
wes_12.sample_570	0.95	1029890
wes_6.sample_226	1.0	775236
wes_39.sample_SSExomesv6DNA02indexB01	0.4	1030138
wes_16.sample_CH00298	0.25	1489086
wes_12.sample_570	0.999	943300
wes_16.sample_CH00298	0.4	1419161
wes_39.sample_SSExomesv6DNA02indexB01	0.5	986286
wes_6.sample_232	0.1	1189584
wes_12.sample_570	1.0	942702
wes_16.sample_CH00298	0.5	1381656
wes_39.sample_SSExomesv6DNA02indexB01	0.75	880110
wes_6.sample_232	0.2	1142951
wes_16.sample_CH00298	0.75	1290492
wes_12.sample_578	0.1	1545932
wes_6.sample_232	0.25	1122274
wes_39.sample_SSExomesv6DNA02indexB01	0.9	789356
wes_16.sample_CH00298	0.9	1218625
wes_12.sample_578	0.2	1454072
wes_6.sample_232	0.4	1056915
wes_39.sample_SSExomesv6DNA02indexB01	0.95	744026
wes_16.sample_CH00298	0.95	1181010
wes_12.sample_578	0.25	1419535
wes_6.sample_232	0.5	1018320
wes_16.sample_CH00298	0.999	1092821
wes_39.sample_SSExomesv6DNA02indexB01	0.999	658974
wes_6.sample_232	0.75	909640
wes_12.sample_578	0.4	1335152
wes_16.sample_CH00298	1.0	1092127
wes_39.sample_SSExomesv6DNA02indexB01	1.0	658800
wes_6.sample_232	0.9	832773
wes_12.sample_578	0.5	1292109
wes_16.sample_CH00329	0.1	1446538
wes_6.sample_232	0.95	799307
wes_12.sample_578	0.75	1185682
wes_39.sample_SSExomesv6DNA03indexC01	0.1	1323507
wes_16.sample_CH00329	0.2	1368042
wes_6.sample_232	0.999	746194
wes_12.sample_578	0.9	1103592
wes_16.sample_CH00329	0.25	1337120
wes_39.sample_SSExomesv6DNA03indexC01	0.2	1231952
wes_6.sample_232	1.0	745648
wes_16.sample_CH00329	0.4	1262348
wes_12.sample_578	0.95	1063284
wes_39.sample_SSExomesv6DNA03indexC01	0.25	1199539
wes_6.sample_411	0.1	1325578
wes_16.sample_CH00329	0.5	1223150
wes_12.sample_578	0.999	969621
wes_6.sample_411	0.2	1291077
wes_39.sample_SSExomesv6DNA03indexC01	0.4	1122235
wes_16.sample_CH00329	0.75	1127269
wes_12.sample_578	1.0	969246
wes_6.sample_411	0.25	1274701
wes_16.sample_CH00329	0.9	1054425
wes_39.sample_SSExomesv6DNA03indexC01	0.5	1083036
wes_6.sample_411	0.4	1222752
wes_16.sample_CH00329	0.95	1016853
wes_12.sample_579	0.1	1526073
wes_39.sample_SSExomesv6DNA03indexC01	0.75	989712
wes_6.sample_411	0.5	1191459
wes_16.sample_CH00329	0.999	925786
wes_12.sample_579	0.2	1441643
wes_6.sample_411	0.75	1101102
wes_16.sample_CH00329	1.0	924769
wes_39.sample_SSExomesv6DNA03indexC01	0.9	915278
wes_12.sample_579	0.25	1409735
wes_6.sample_411	0.9	1037536
wes_39.sample_SSExomesv6DNA03indexC01	0.95	875165
wes_6.sample_411	0.95	1010669
wes_12.sample_579	0.4	1332701
wes_1.sample_68	0.1	1598265
wes_6.sample_411	0.999	972122
wes_1.sample_68	0.2	1491082
wes_39.sample_SSExomesv6DNA03indexC01	0.999	789729
wes_12.sample_579	0.5	1290726
wes_6.sample_411	1.0	972071
wes_1.sample_68	0.25	1450633
wes_12.sample_579	0.75	1186539
wes_39.sample_SSExomesv6DNA03indexC01	1.0	789634
wes_7.sample_256	0.1	1220783
wes_1.sample_68	0.4	1352019
wes_12.sample_579	0.9	1110294
wes_7.sample_256	0.2	1154790
wes_39.sample_SSExomesv6DNA04indexD01	0.1	1269285
wes_1.sample_68	0.5	1295569
wes_12.sample_579	0.95	1071715
wes_7.sample_256	0.25	1128671
wes_1.sample_68	0.75	1149771
wes_7.sample_256	0.4	1058423
wes_12.sample_579	0.999	988700
wes_39.sample_SSExomesv6DNA04indexD01	0.2	1171794
wes_7.sample_256	0.5	1021312
wes_1.sample_68	0.9	1030757
wes_12.sample_579	1.0	988146
wes_39.sample_SSExomesv6DNA04indexD01	0.25	1137977
wes_7.sample_256	0.75	921819
wes_1.sample_68	0.95	975591
wes_39.sample_SSExomesv6DNA04indexD01	0.4	1060673
wes_7.sample_256	0.9	852766
wes_12.sample_580	0.1	1523070
wes_1.sample_68	0.999	848125
wes_7.sample_256	0.95	825041
wes_12.sample_580	0.2	1432516
wes_39.sample_SSExomesv6DNA04indexD01	0.5	1018947
wes_7.sample_256	0.999	780611
wes_1.sample_68	1.0	847663
wes_12.sample_580	0.25	1397882
wes_39.sample_SSExomesv6DNA04indexD01	0.75	922372
wes_7.sample_256	1.0	780441
wes_12.sample_580	0.4	1317559
wes_1.sample_69	0.1	1528418
wes_7.sample_257	0.1	1337355
wes_39.sample_SSExomesv6DNA04indexD01	0.9	844368
wes_12.sample_580	0.5	1275886
wes_7.sample_257	0.2	1256132
wes_1.sample_69	0.2	1430890
wes_39.sample_SSExomesv6DNA04indexD01	0.95	805433
wes_7.sample_257	0.25	1224512
wes_12.sample_580	0.75	1169692
wes_1.sample_69	0.25	1393067
wes_7.sample_257	0.4	1146811
