0.00	0.979225626023	truseq
0.01	0.974758634513	truseq
0.02	0.971584970673	truseq
0.03	0.969561461699	truseq
0.04	0.968167913065	truseq
0.05	0.966850723261	truseq
0.06	0.965805561786	truseq
0.07	0.964669724201	truseq
0.08	0.963595928165	truseq
0.09	0.962555539117	truseq
0.10	0.961539012203	truseq
0.11	0.960317270935	truseq
0.12	0.958942812009	truseq
0.13	0.957869015973	truseq
0.14	0.956656819559	truseq
0.15	0.955263270926	truseq
0.16	0.953922218988	truseq
0.17	0.952457083952	truseq
0.18	0.950824913977	truseq
0.19	0.949273875258	truseq
0.20	0.947579663735	truseq
0.21	0.945627741163	truseq
0.22	0.943776039554	truseq
0.23	0.941652309616	truseq
0.24	0.93928518591	truseq
0.25	0.936884655216	truseq
0.26	0.934493669376	truseq
0.27	0.931620668426	truseq
0.28	0.928852660867	truseq
0.29	0.925745811002	truseq
0.30	0.922386022516	truseq
0.31	0.919188496542	truseq
0.32	0.91562826613	truseq
0.33	0.911843731656	truseq
0.34	0.908168962999	truseq
0.35	0.904012179233	truseq
0.36	0.899993795845	truseq
0.37	0.895794060238	truseq
0.38	0.891169578642	truseq
0.39	0.886268296291	truseq
0.40	0.88124770327	truseq
0.41	0.876332103638	truseq
0.42	0.87111106869	truseq
0.43	0.865880488887	truseq
0.44	0.860134486988	truseq
0.45	0.854412347223	truseq
0.46	0.848418179128	truseq
0.47	0.842376286766	truseq
0.48	0.836281897708	truseq
0.49	0.829443010065	truseq
0.50	0.822694798532	truseq
0.51	0.815846366036	truseq
0.52	0.808496828722	truseq
0.53	0.801328643629	truseq
0.54	0.794375217742	truseq
0.55	0.787049542563	truseq
0.56	0.778979368799	truseq
0.57	0.771529610522	truseq
0.58	0.763507161026	truseq
0.59	0.75545607697	truseq
0.60	0.747209323413	truseq
0.61	0.738690541527	truseq
0.62	0.730143125081	truseq
0.63	0.721357087292	truseq
0.64	0.712518552809	truseq
0.65	0.703579797363	truseq
0.66	0.694402420575	truseq
0.67	0.685563886092	truseq
0.68	0.67607630156	truseq
0.69	0.66702300787	truseq
0.70	0.657626099448	truseq
0.71	0.648128970063	truseq
0.72	0.639027952104	truseq
0.73	0.629864892597	truseq
0.74	0.62052048087	truseq
0.75	0.610975627216	truseq
0.76	0.601927105953	truseq
0.77	0.592954943518	truseq
0.78	0.583787111584	truseq
0.79	0.574304299479	truseq
0.80	0.565203281521	truseq
0.81	0.556092718708	truseq
0.82	0.547440308871	truseq
0.83	0.538577912254	truseq
0.84	0.529992316393	truseq
0.85	0.522089177568	truseq
0.86	0.513704023633	truseq
0.87	0.505247283296	truseq
0.88	0.497353689325	truseq
0.89	0.489231018865	truseq
0.90	0.481284928199	truseq
0.91	0.473200437154	truseq
0.92	0.465836582561	truseq
0.93	0.458028892272	truseq
0.94	0.450311878093	truseq
0.95	0.443196189694	truseq
0.96	0.435717796857	truseq
0.97	0.428454163227	truseq
0.98	0.421386199096	truseq
0.99	0.414241876136	truseq
1.00	0.40739344364	truseq
1.01	0.40074545307	truseq
1.02	0.394035420952	truseq
1.03	0.387287209419	truseq
1.04	0.381049647556	truseq
1.05	0.37439688456	truseq
1.06	0.368135460563	truseq
1.07	0.361907443554	truseq
1.08	0.355784419935	truseq
1.09	0.349766389707	truseq
1.10	0.343753131905	truseq
1.11	0.337649197994	truseq
1.12	0.331344822156	truseq
