0.00	0.990545431943	truseq
0.01	0.986727795972	truseq
0.02	0.986727795972	truseq
0.03	0.983305445087	truseq
0.04	0.980444274366	truseq
0.05	0.977630746184	truseq
0.06	0.977630746184	truseq
0.07	0.974735850009	truseq
0.08	0.971714504728	truseq
0.09	0.971714504728	truseq
0.10	0.968471738326	truseq
0.11	0.965107389529	truseq
0.12	0.961538325805	truseq
0.13	0.961538325805	truseq
0.14	0.957730964002	truseq
0.15	0.953714902831	truseq
0.16	0.94947949814	truseq
0.17	0.94947949814	truseq
0.18	0.944995606584	truseq
0.19	0.940280418182	truseq
0.20	0.940280418182	truseq
0.21	0.935306554128	truseq
0.22	0.930110927428	truseq
0.23	0.924646834734	truseq
0.24	0.924646834734	truseq
0.25	0.918902863465	truseq
0.26	0.912906677031	truseq
0.27	0.906633344211	truseq
0.28	0.906633344211	truseq
0.29	0.900073643868	truseq
0.30	0.893266025866	truseq
0.31	0.893266025866	truseq
0.32	0.886195662389	truseq
0.33	0.87880381138	truseq
0.34	0.871122604518	truseq
0.35	0.871122604518	truseq
0.36	0.86322441634	truseq
0.37	0.855060579737	truseq
0.38	0.846707652912	truseq
0.39	0.846707652912	truseq
0.40	0.838151234952	truseq
0.41	0.829355892787	truseq
0.42	0.829355892787	truseq
0.43	0.820344480037	truseq
0.44	0.811084665802	truseq
0.45	0.801657704234	truseq
0.46	0.801657704234	truseq
0.47	0.792015639731	truseq
0.48	0.782135277149	truseq
0.49	0.772071317182	truseq
0.50	0.772071317182	truseq
0.51	0.761858339092	truseq
0.52	0.751485157983	truseq
0.53	0.751485157983	truseq
0.54	0.740976932757	truseq
0.55	0.730351707245	truseq
0.56	0.719558651353	truseq
0.57	0.719558651353	truseq
0.58	0.708620163336	truseq
0.59	0.697577766769	truseq
0.60	0.686454229892	truseq
0.61	0.686454229892	truseq
0.62	0.675279663699	truseq
0.63	0.664094424895	truseq
0.64	0.652904205538	truseq
0.65	0.652904205538	truseq
0.66	0.641699272208	truseq
0.67	0.63049849408	truseq
0.68	0.63049849408	truseq
0.69	0.619367301383	truseq
0.70	0.60826331673	truseq
0.71	0.59717384683	truseq
0.72	0.59717384683	truseq
0.73	0.586161902783	truseq
0.74	0.575271057305	truseq
0.75	0.564422105387	truseq
0.76	0.564422105387	truseq
0.77	0.553633489301	truseq
0.78	0.542977298984	truseq
0.79	0.542977298984	truseq
0.80	0.532403074327	truseq
0.81	0.521983929836	truseq
0.82	0.511781624358	truseq
0.83	0.511781624358	truseq
0.84	0.501673152484	truseq
0.85	0.491729437278	truseq
0.86	0.481924209884	truseq
0.87	0.481924209884	truseq
0.88	0.472294924055	truseq
0.89	0.462824759754	truseq
0.90	0.462824759754	truseq
0.91	0.453504268162	truseq
0.92	0.444339767467	truseq
0.93	0.435331371508	truseq
0.94	0.435331371508	truseq
0.95	0.426487817598	truseq
0.96	0.417833496212	truseq
0.97	0.409353607995	truseq
0.98	0.409353607995	truseq
0.99	0.401031845196	truseq
1.00	0.392888841531	truseq
1.01	0.392888841531	truseq
1.02	0.384855637698	truseq
1.03	0.376971907352	truseq
1.04	0.369210954733	truseq
1.05	0.369210954733	truseq
1.06	0.361677143756	truseq
1.07	0.354287968016	truseq
1.08	0.347010669709	truseq
1.09	0.347010669709	truseq
1.10	0.339886231665	truseq
1.11	0.332861262363	truseq
1.12	0.325950276557	truseq
1.13	0.325950276557	truseq
1.14	0.319230487036	truseq
1.15	0.312637801207	truseq
1.16	0.312637801207	truseq
1.17	0.306177028862	truseq
1.18	0.299883090786	truseq
1.19	0.293692406673	truseq
1.20	0.293692406673	truseq
1.21	0.287622963431	truseq
1.22	0.281681762294	truseq
1.23	0.275861944329	truseq
